order,sample,score
Sobelivirales,YP_009140472.1_Cymbidium_chlorotic_mosaic_virus,0.3593100411039343
Sobelivirales,YP_009111314.1_Sauropus_yellowing_virus,0.2755607751027597
Sobelivirales,YP_008130302.1_Citrus_vein_enation_virus,0.3241661773341162
Sobelivirales,ALR87185.1_Phasey_bean_mild_yellows_virus,0.26573693482090427
Sobelivirales,AAR32115.1_Subterranean_clover_mottle_virus,0.3682912507339988
Sobelivirales,AAA64287.1_Rice_yellow_mottle_virus,0.3696476805637111
Sobelivirales,ALD89112.1_Rhizoctonia_solani_barnavirus_1,0.3906928948913683
Sobelivirales,YP_003915148.1_Cotton_leafroll_dwarf_virus,0.2588931297709923
Sobelivirales,CRL92742.1_Lettuce_yellows_virus,0.32342630651790943
Sobelivirales,CRL92755.1_Spinach_yellows_virus,0.3213094539048737
Sobelivirales,ADB82793.1_Sugarcane_yellow_leaf_virus,0.27825308279506744
Sobelivirales,YP_007506946.1_Imperata_yellow_mottle_virus,0.3789577216676452
Sobelivirales,YP_004869651.2_Soybean_yellow_common_mosaic_virus,0.35439812096300655
Sobelivirales,YP_006331061.2_Artemisia_virus_A,0.3511920140927774
Sobelivirales,YP_077186.1_Carrot_red_leaf_virus,0.26314738696418066
Sobelivirales,NP_056748.3_Potato_leafroll_virus,0.2650587199060481
Sobelivirales,YP_009249823.1_Alfalfa_enamovirus_1,0.32085731062830286
Sobelivirales,AEI55839.1_Chickpea_chlorotic_stunt_virus,0.2670522607163827
Sobelivirales,AAA46565.1_Southern_cowpea_mosaic_virus,0.37001761597181454
Sobelivirales,NP_042510.2_Mushroom_bacilliform_virus,0.4054286553141514
Sobelivirales,YP_003029839.2_Wheat_yellow_dwarf_virus_GPV,0.2707310628302994
Serpentovirales,YP_053236.1_Lettuce_ring_necrosis_virus,0.2792006525285481
Serpentovirales,Q8BCV9.1_Mirafiori_lettuce_virus_LS301_O,0.27035073409461663
Serpentovirales,YP_089661.1_Citrus_psorosis_virus,0.3557096247960848
Serpentovirales,AAK69629.2_Ranunculus_white_mottle_virus,0.2806280587275693
Serpentovirales,BAV13384.1_Blueberry_mosaic_associated_virus,0.3420065252854812
Amarillovirales,ALG04343.1_Human_pegivirus_2,0.31130648803633465
Amarillovirales,ACS29436.1_Hepatitis_C_virus,0.2456687219304253
Amarillovirales,AGS41451.1_Barkedji_virus,0.2844007172278466
Amarillovirales,AMO03219.1_Takaungu_virus,0.49329713362597616
Amarillovirales,ACC78282.1_Hepatitis_C_virus,0.2453282924395049
Amarillovirales,Q68749.3_Hepatitis_C_virus_isolate_BEBE1_,0.2478297091336597
Amarillovirales,AJF19150.1_Hepatitis_C_virus,0.24568056295619656
Amarillovirales,YP_009345035.1_Kadam_virus,0.27957549922610425
Amarillovirales,ABR27424.1_Hepatitis_C_virus,0.2472939027175154
Amarillovirales,YP_009222007.1_Banzi_virus,0.28295019157088097
Amarillovirales,YP_005352889.1_Donggang_virus,0.2855433762147623
Amarillovirales,AJO71604.1_Hepatitis_C_virus,0.2443662090955994
Amarillovirales,AFR68851.1_Tembusu_virus,0.2790722556308304
Amarillovirales,ANY58849.1_Dengue_virus_2,0.2813605338611047
Amarillovirales,AJF19160.1_Hepatitis_C_virus,0.24516251807870892
Amarillovirales,AMK51628.1_West_Nile_virus,0.27588405944194905
Amarillovirales,YP_009345037.1_Saumarez_Reef_virus,0.2787762299865517
Amarillovirales,ABI54477.1_Kedougou_virus,0.27884135562829304
Amarillovirales,AGJ84083.1_Ilheus_virus,0.27975903512555694
Amarillovirales,AGK41013.1_Bat_pegivirus,0.30345292769362153
Amarillovirales,AHG23125.1_Dengue_virus_2,0.28652618135376734
Amarillovirales,AGK41019.1_Bat_pegivirus,0.3006140417649891
Amarillovirales,AHM88397.1_Border_disease_virus,0.3301810831155432
Amarillovirales,BAK61611.1_Hepatitis_C_virus_subtype_2b,0.24973315402637156
Amarillovirales,ACE63642.1_Hepatitis_C_virus_subtype_1b,0.24669001040318692
Amarillovirales,AFD18585.1_Hepatitis_C_virus,0.24656863988903274
Amarillovirales,AGQ22075.1_Guereza_hepacivirus,0.3001996058629991
Amarillovirales,AQW44760.1_Hepatitis_C_virus,0.24632589886072415
Amarillovirales,AEJ86542.1_Hepatitis_C_virus_subtype_2a,0.249659147615302
Amarillovirales,YP_009272536.1_Hepatitis_C_virus,0.25459685536186993
Amarillovirales,BAK61607.1_Hepatitis_C_virus_subtype_2b,0.2698865798888633
Amarillovirales,Q68801.3_Hepatitis_C_virus_isolate_JK049_,0.24600915142134597
Amarillovirales,YP_009126871.1_Jutiapa_virus,0.2829146684935675
Amarillovirales,AII25854.1_Hepatitis_C_virus,0.2474537565654257
Amarillovirales,ANF99567.1_Hepatitis_C_virus,0.25584904383716883
Amarillovirales,AGH70217.1_Theiler_s_disease_associated_virus,0.3040923430852637
Amarillovirales,YP_009179227.1_Wenling_shark_virus,0.30734862517232875
Amarillovirales,AKC88489.1_Tick_borne_encephalitis_virus,0.28046949667182564
Amarillovirales,T08841_Douroucouli_hepatitis_GB_virus_A,0.29925824431419296
Amarillovirales,AAV34158.1_Rocio_virus,0.27726353894428774
Amarillovirales,AGK41003.1_Bat_pegivirus,0.30405385975150734
Amarillovirales,ADC54795.1_Hepatitis_C_virus_subtype_1a,0.24781194759500305
Amarillovirales,AII25855.1_Hepatitis_C_virus,0.24962066428154558
Amarillovirales,AAC58789.1_Sal_Vieja_virus,0.3107736418766333
Amarillovirales,AJY53439.1_Mosquito_flavivirus,0.32343169842598946
Amarillovirales,ANB32513.1_GB_virus_C,0.30114096741180524
Amarillovirales,AGC52837.1_Rodent_hepacivirus,0.2977899571185708
Amarillovirales,AID60273.1_Hepatitis_C_virus,0.2467077719418434
Amarillovirales,AGC52814.1_Rodent_hepacivirus,0.30138074818367105
Amarillovirales,YP_009259488.1_Nakiwogo_virus,0.2983701673813569
Amarillovirales,AGK41010.1_Bat_pegivirus,0.30393544949379586
Amarillovirales,AGV23524.1_Hepatitis_C_virus,0.24927727453418266
Amarillovirales,AAC58790.1_San_Perlita_virus,0.31000989571439413
Amarillovirales,ACD93606.1_Calbertado_virus,0.3253736266524576
Amarillovirales,AFW15935.1_Nanay_virus,0.3097375521216577
Amarillovirales,YP_005454257.1_Chaoyang_virus,0.285102298004787
Amarillovirales,AJO71614.1_Hepatitis_C_virus,0.2458137744961219
Amarillovirales,AGW83698.1_HCV_GBV_B_chimeric_virus,0.2989266955926009
Amarillovirales,T08839_Marmoset_hepatitis_GB_virus_A,0.2992760058528495
Amarillovirales,ALP82436.1_Tyuleniy_virus,0.27902489152774573
Amarillovirales,AHH32936.1_Simian_pegivirus,0.3011409674118051
Amarillovirales,YP_009109602.1_Norway_rat_pegivirus,0.3031480212800146
Amarillovirales,AGC52807.1_Rodent_hepacivirus,0.30105808023140707
Amarillovirales,AIU94741.1_Israel_turkey_meningoencephalomyelitis_virus,0.27792959664391464
Amarillovirales,AIU94742.1_Naranjal_virus,0.28049909923625366
Amarillovirales,NP_620108.1_Langat_virus,0.2797146312789152
Amarillovirales,ACS29435.1_Hepatitis_C_virus,0.24501154500012678
Amarillovirales,AMB38795.1_Hepatitis_C_virus,0.24958218094778972
Amarillovirales,AFN53805.1_Hepatitis_C_virus_subtype_4n,0.24621636937234084
Amarillovirales,ANO81671.1_Porcine_pegivirus,0.30479392386220405
Amarillovirales,YP_009026415.1_Pronghorn_antelope_pestivirus,0.33677061395718605
Amarillovirales,YP_009109567.1_Norway_rat_pestivirus,0.34155142811228684
Amarillovirales,AAB58571.1_Bovine_viral_diarrhea_virus_1,0.3492392140942036
Amarillovirales,ABB90673.1_Royal_Farm_virus,0.28067079410993523
Amarillovirales,ACD14090.1_Hepatitis_C_virus,0.2471547706647045
Amarillovirales,ABV55251.1_Dengue_virus_2,0.28007874282137774
Amarillovirales,NP_043135.1_Tick_borne_encephalitis_virus,0.28021491461774617
Amarillovirales,YP_007905733.1_Rodent_hepacivirus,0.29644600069354565
Amarillovirales,YP_009109558.1_Norway_rat_hepacivirus_2,0.29757681865469016
Amarillovirales,YP_009345031.1_Meaban_virus,0.2780657684402828
Amarillovirales,ACL68402.1_Hepatitis_C_virus,0.24706004245853522
Amarillovirales,NP_045010.1_Pegivirus_A,0.3014162712609843
Amarillovirales,NP_872627.1_Yokose_virus,0.28624495699170266
Amarillovirales,YP_009345036.1_Bamaga_virus,0.28409285055779687
Amarillovirales,ACB45490.1_Hepatitis_C_virus,0.2455947155193559
Amarillovirales,ACH97857.1_Hepatitis_C_virus,0.27099667605490846
Amarillovirales,AJF19155.1_Hepatitis_C_virus,0.2460742770630874
Amarillovirales,AJY53441.1_Mosquito_flavivirus,0.32283964713743185
Amarillovirales,AID60260.1_Hepatitis_C_virus,0.24631109757851033
Amarillovirales,AJO71605.1_Hepatitis_C_virus,0.2616393054392598
Amarillovirales,NP_689391.1_Montana_myotis_leukoencephalitis_virus,0.2870146236668274
Amarillovirales,AMP44573.1_Zika_virus,0.304888652068373
Amarillovirales,AID60186.1_Usutu_virus,0.27921434794008415
Amarillovirales,ABX80370.1_Hepatitis_C_virus,0.2448102475620173
Amarillovirales,AJF19157.1_Hepatitis_C_virus,0.24719325399846068
Amarillovirales,AKH10571.1_Bovine_hepacivirus,0.3047287982204627
Amarillovirales,ACH97717.1_Hepatitis_C_virus,0.2570923515431393
Amarillovirales,ACD13417.1_Dengue_virus_3,0.28389451337612986
Amarillovirales,YP_006860588.1_Pestivirus_strain_Aydin_04_TR,0.3314569536423842
Amarillovirales,AHH29575.1_Hepatitis_C_virus_genotype_6,0.24597066808758983
Amarillovirales,AOZ57820.1_Spondweni_virus,0.2795488569181191
Amarillovirales,AFD18574.1_Hepatitis_C_virus,0.24872074632293847
Amarillovirales,AAC58753.1_Bukalasa_bat_virus,0.3089649251900904
Amarillovirales,AGV23521.1_Hepatitis_C_virus,0.2495821809477896
Amarillovirales,AAC55983.1_Pegivirus_A,0.3011113648473775
Amarillovirales,BAU79520.1_Diatom_colony_associated_ssRNA_virus_1,0.3627261424475399
Amarillovirales,AQY77579.1_Atypical_porcine_pestivirus,0.3409416152850726
Amarillovirales,AGV23522.1_Hepatitis_C_virus,0.24880955401622232
Amarillovirales,BAA19580.1_GB_virus_C,0.29967860072906866
Amarillovirales,AJY53440.1_Mosquito_flavivirus,0.3243730599747955
Amarillovirales,AAN77512.1_Ilheus_virus,0.3330850946859167
Amarillovirales,AGK41004.1_Bat_hepacivirus,0.2976922686559588
Amarillovirales,AIO08086.1_Hepatitis_C_virus,0.2457042450077389
Amarillovirales,YP_009345034.1_Gadgets_Gully_virus,0.2796643069193878
Amarillovirales,ADN33398.1_West_Nile_virus,0.27679877868277025
Amarillovirales,AID60264.1_Hepatitis_C_virus,0.24654791809393295
Amarillovirales,ALL27019.1_Zika_virus,0.28008466333426346
Amarillovirales,AAD31543.1_GB_virus_C_variant_troglodytes,0.30305329307384554
Amarillovirales,ACB45492.1_Hepatitis_C_virus,0.24547630526164424
Amarillovirales,AFZ40120.1_Dengue_virus_2,0.2883704211176233
Amarillovirales,AII25860.1_Hepatitis_C_virus,0.2457486488543807
Amarillovirales,NP_044731.1_Bovine_viral_diarrhea_virus_2,0.3349026921417879
Amarillovirales,ABE73208.1_Karshi_virus,0.27933275819779585
Amarillovirales,AJF96723.1_Hepatitis_C_virus,0.24716661169047557
Amarillovirales,O91936.3_Hepatitis_C_virus_SA13,0.25018607326211795
Amarillovirales,AAD32960.1_Dengue_virus_2,0.2795518171745618
Amarillovirales,AQW44226.1_Hepatitis_C_virus,0.24840991939644608
Amarillovirales,AHK22794.1_Hepatitis_C_virus,0.2480398873410976
Amarillovirales,AAC58756.1_Carey_Island_virus,0.30939120211785154
Amarillovirales,ACL68400.1_Hepatitis_C_virus,0.24660120270990318
Amarillovirales,YP_009259489.1_Hanko_virus,0.2975205737822772
Amarillovirales,AIO08091.1_Hepatitis_C_virus,0.24482504884423115
Amarillovirales,AID49629.1_Bovine_viral_diarrhea_virus_3,0.33170561518357844
Amarillovirales,YP_009344961.1_Bouboui_virus,0.2840070031209558
Amarillovirales,P33478.1_Dengue_virus_1_Singapore_S275_1990,0.2820621146380449
Amarillovirales,ADK63187.1_Border_disease_virus,0.3312349344091754
Amarillovirales,AGK41023.1_Bat_pegivirus,0.3038644033391689
Amarillovirales,AIO08089.1_Hepatitis_C_virus,0.24615420398704238
Amarillovirales,AGR53444.1_Hepatitis_C_virus,0.2458285757783359
Amarillovirales,AJO71610.1_Hepatitis_C_virus,0.24663080527433098
Amarillovirales,APX56318.1_Mosquito_flavivirus,0.29827247891874503
Amarillovirales,CRI72595.1_Cacipacore_virus,0.279534055635905
Amarillovirales,AEK75355.1_Japanese_encephalitis_virus,0.2777342197186909
Amarillovirales,ANK35880.1_Yellow_fever_virus,0.2817424069422241
Amarillovirales,AGJ91136.1_Aedes_flavivirus,0.3014754763898404
Amarillovirales,AJF19154.1_Hepatitis_C_virus,0.24368831037020114
Amarillovirales,BAQ08203.1_Bovine_viral_diarrhea_virus_2,0.33378371520641464
Amarillovirales,AJO71609.1_Hepatitis_C_virus,0.24438989114714155
Amarillovirales,YP_009109557.1_Norway_rat_hepacivirus_1,0.29485634298376917
Amarillovirales,YP_009344969.1_Jugra_virus,0.28215092233132855
Amarillovirales,YP_007697649.1_Equine_pegivirus_1,0.30497745976165697
Amarillovirales,YP_009256194.1_Pegivirus_B,0.30611715849212967
Amarillovirales,NP_658908.1_Tamana_bat_virus,0.332528566474673
Amarillovirales,AIJ19432.1_Stratford_virus,0.2815529505298857
Amarillovirales,YP_009026410.1_Nhumirim_virus,0.28233445823078135
Amarillovirales,YP_007905734.1_Rodent_pegivirus,0.30257077127367116
Amarillovirales,AAC58759.1_Dakar_bat_virus,0.30846464185125955
Amarillovirales,AAC58758.1_Cowbone_Ridge_virus,0.3073515854287715
Amarillovirales,AGK41011.1_Bat_pegivirus,0.2992049596982228
Amarillovirales,YP_009169331.1_Paraiso_Escondido_virus,0.2840602877369261
Amarillovirales,AFD18577.1_Hepatitis_C_virus,0.24808725144418206
Amarillovirales,AGR53445.1_Hepatitis_C_virus,0.24655383860681868
Amarillovirales,AGK41016.1_Bat_pegivirus,0.29920199944177994
Amarillovirales,YP_009056847.1_Ilomantsi_virus,0.28632192365921505
Amarillovirales,AJP36585.1_Simian_pegivirus,0.3006347635600886
Amarillovirales,AOR51360.1_Anopheles_flavivirus_variant_2,0.30044530714775053
Amarillovirales,ABC40679.1_Hepatitis_C_virus_subtype_6e,0.2444165334551267
Amarillovirales,ACN73462.1_Nounane_virus,0.28734913264486217
Amarillovirales,YP_009256192.1_Edge_Hill_virus,0.28468490184635403
Amarillovirales,AFZ40121.1_Dengue_virus_2,0.28416389671242354
Amarillovirales,NP_620053.1_Pestivirus_giraffe_1_H138,0.3350477447074842
Amarillovirales,AQW44491.1_Hepatitis_C_virus,0.24693571168793813
Amarillovirales,AFF18423.1_Alkhumra_hemorrhagic_fever_virus,0.2789627261424473
Amarillovirales,AGK41006.1_Bat_pegivirus,0.30315690204934287
Amarillovirales,YP_009028573.1_Soybean_cyst_nematode_virus_5,0.42872209958302715
Amarillovirales,AII25857.1_Hepatitis_C_virus,0.2439547334500519
Amarillovirales,ACJ37237.1_Hepatitis_C_virus_subtype_1a,0.2458344962912213
Amarillovirales,AID60265.1_Hepatitis_C_virus,0.2473619886156994
Amarillovirales,ACI94949.1_Hepatitis_C_virus_subtype_6v,0.24577233090592304
Amarillovirales,AHH32958.1_Simian_pegivirus,0.3020941699863826
Amarillovirales,AHW48739.1_West_Nile_virus,0.2768668645809543
Amarillovirales,AHH29574.1_Hepatitis_C_virus_genotype_6,0.2472406181015451
Amarillovirales,YP_009351861.1_Menghai_flavivirus,0.3006525250987456
Amarillovirales,AQW44232.1_Hepatitis_C_virus,0.24874738863092383
Amarillovirales,BAK61664.1_Hepatitis_C_virus_subtype_2b,0.24937792325323715
Amarillovirales,AIW39810.1_Hepatitis_C_virus,0.2623586477548569
Amarillovirales,AQX32988.1_Zika_virus,0.2802208351306319
Amarillovirales,AAD44718.2_Hepatitis_C_virus_subtype_1b,0.24795107964781404
Amarillovirales,AQW44516.1_Hepatitis_C_virus,0.24596474757470424
Amarillovirales,ACO82049.1_Chimeric_Tick_borne_encephalitis_virus_Dengue_virus_4,0.2826304838750599
Amarillovirales,AIG95628.1_Flavivirus_Oc599_AL_ITA_2012,0.3118186124009367
Amarillovirales,AAL32166.1_Powassan_virus,0.28229301464058254
Amarillovirales,YP_002922020.1_Wesselsbron_virus,0.27808352997893965
Amarillovirales,ALG04340.1_Human_pegivirus_2,0.3110341444435984
Amarillovirales,AID60274.1_Hepatitis_C_virus,0.247243578357988
Amarillovirales,ABD75828.1_Hepatitis_C_virus_subtype_4d,0.2446947975607488
Amarillovirales,AOE46763.1_Cell_fusing_agent_virus,0.2995483494455861
Amarillovirales,AQV12951.1_Porcine_pestivirus_1,0.3403377229707442
Amarillovirales,ABU41789.1_West_Nile_virus,0.275925503032148
Amarillovirales,BAK61626.1_Hepatitis_C_virus_subtype_2b,0.34493204096994945
Amarillovirales,AAV34154.1_Iguape_virus,0.2805879069295372
Amarillovirales,AFU76908.1_Yellow_fever_virus,0.28210651848468676
Amarillovirales,YP_001040007.1_Kokobera_virus,0.2803629274398853
Amarillovirales,YP_950478.1_Sepik_virus,0.2828169800309554
Amarillovirales,AGM75776.1_Bovine_viral_diarrhea_virus_1,0.33336927930442445
Amarillovirales,NP_619758.1_Modoc_virus,0.28634856596720004
Amarillovirales,AFD18580.1_Hepatitis_C_virus,0.24542006038923134
Amarillovirales,AJF96714.1_Hepatitis_C_virus,0.2489694078641327
Amarillovirales,AIO08083.1_Hepatitis_C_virus,0.2482204629841077
Amarillovirales,YP_950477.1_Entebbe_bat_virus,0.2866179493034938
Amarillovirales,YP_009344962.1_Palm_Creek_virus,0.301354105875686
Amarillovirales,ABX80373.1_Hepatitis_C_virus,0.24851352837194357
Amarillovirales,ADQ00968.1_Tick_borne_encephalitis_virus,0.28024747743861683
Amarillovirales,AQV12375.1_Dengue_virus,0.27940084409597976
Amarillovirales,AFY22653.1_Murray_Valley_encephalitis_virus,0.2780568876709546
Amarillovirales,AFU34525.1_Hepatitis_C_virus,0.24665448732587336
Amarillovirales,AJO71410.1_Hepatitis_C_virus,0.24571016552062452
Amarillovirales,BAW33238.1_Bovine_viral_diarrhea_virus_1,0.3330939754552453
Amarillovirales,YP_009256193.1_Culiseta_flavivirus,0.3005548366361338
Amarillovirales,ABF60957.1_Hepatitis_C_virus_subtype_4a,0.25287694636861113
Amarillovirales,AFJ20707.1_Hepacivirus_AK_2012,0.27122461580100293
Amarillovirales,AEN83681.1_Powassan_virus,0.27948669153282046
Amarillovirales,AFG73004.1_Rio_Bravo_virus,0.28591044801366755
Amarillovirales,YP_009344968.1_Uganda_S_virus,0.28217756463931376
Amarillovirales,AEI00315.1_Hepatitis_C_virus,0.24809909246995346
Amarillovirales,BAM74420.1_Culex_flavivirus,0.2983316840476009
Amarillovirales,AGK41021.1_Bat_hepacivirus,0.29698772762257564
Amarillovirales,AFD18573.1_Hepatitis_C_virus,0.2510267860918694
Amarillovirales,AIJ19434.1_Torres_virus,0.28106450821682594
Amarillovirales,AFD18576.1_Hepatitis_C_virus,0.2466308052743311
Amarillovirales,NP_620045.1_Apoi_virus,0.2875533903394143
Amarillovirales,YP_009164029.1_Parramatta_River_virus,0.2965762519770282
Amarillovirales,AAT85717.1_Classical_swine_fever_virus,0.3324397587813893
Amarillovirales,AJA91181.1_Batu_Cave_virus,0.2872662454644641
Amarillovirales,ACJ64915.2_T_Ho_virus,0.27832035049436255
Amarillovirales,AEV46286.1_Hepatitis_C_virus_genotype_3,0.26062097722294114
Amarillovirales,ABK91835.1_Hepatitis_C_virus,0.25318185278221805
Amarillovirales,YP_009322132.1_Bat_hepacivirus,0.2945129532364057
Amarillovirales,AJW59219.1_West_Nile_virus,0.2770178376595365
Amarillovirales,YP_009001771.1_Kama_virus,0.2796524658936167
Amarillovirales,ABX80375.1_Hepatitis_C_virus,0.2473767898979133
Amarillovirales,YP_009164031.1_Mercadeo_virus,0.2998443750898647
Amarillovirales,YP_008992092.1_Porcine_pestivirus_isolate_Bungowannah,0.3388753562880074
Amarillovirales,YP_009041466.1_Nienokoue_virus,0.3003239366335962
Amarillovirales,AGK41012.1_Bat_pegivirus,0.29948914431673035
Amarillovirales,AHL43502.1_Zika_virus,0.2811177928327961
Amarillovirales,AAO24117.1_Kamiti_River_virus,0.2993381712381482
Amarillovirales,ADE10208.1_Hepatitis_C_virus_subtype_3a,0.24568648346908203
Amarillovirales,ABG81341.1_West_Nile_virus,0.2780480069016261
Amarillovirales,ACJ37238.1_Hepatitis_C_virus_subtype_1a,0.24654199758104745
Amarillovirales,YP_009126875.1_Sokoluk_virus,0.2839329967098863
Amarillovirales,BAR88121.1_Mosquito_flavivirus,0.29807414173707836
Amarillovirales,ABP88845.1_Hepatitis_C_virus_subtype_6p,0.2447628834589328
Amarillovirales,AFZ40123.1_Dengue_virus_2,0.2892969813842155
Amarillovirales,AFN53811.1_Hepatitis_C_virus_subtype_4r,0.2460328334728881
Amarillovirales,YP_009328360.1_New_Mapoon_virus,0.2796347043549599
Amarillovirales,AGK41018.1_Bat_pegivirus,0.30691642773168204
Amarillovirales,AGK41009.1_Bat_pegivirus,0.3036039007722038
Amarillovirales,AHB17738.1_St_Louis_encephalitis_virus,0.2780746492096112
Amarillovirales,AGV23520.1_Hepatitis_C_virus,0.24877107068246576
Amarillovirales,ADM88863.1_West_Nile_virus,0.27686982483739714
Amarillovirales,ABW76844.2_Koutango_virus,0.2768195004778699
Cryppavirales,NP_660174.1_Cryphonectria_parasitica_mitovirus_1_NB631,0.3336419056220366
Cryppavirales,AHX84129.1_Sclerotinia_sclerotiorum_mitovirus_2,0.3193823536790347
Cryppavirales,AGT55877.1_Ophiostoma_mitovirus_7,0.35172098040691385
Cryppavirales,YP_009182161.1_Botrytis_cinerea_mitovirus_3,0.3406750959584555
Cryppavirales,ALM62249.1_Soybean_leaf_associated_mitovirus_4,0.28930909911943997
Cryppavirales,ALD89127.1_Rhizoctonia_solani_mitovirus_8,0.34272973583201616
Cryppavirales,ALD89126.1_Rhizoctonia_solani_mitovirus_7,0.3276974988083592
Cryppavirales,AMM45292.1_Macrophomina_phaseolina_mitovirus_3,0.3306916534958983
Cryppavirales,AIS37555.1_Cytospora_ribis_mitovirus_1,0.332553122099295
Cryppavirales,AGW51760.1_Mitovirus_AEF_2013,0.31131306289355515
Cryppavirales,ALD89121.1_Rhizoctonia_solani_mitovirus_2,0.3489112164772584
Cryppavirales,ALM62242.1_Soybean_leaf_associated_mitovirus_2,0.3025149895888211
Cryppavirales,AHI43535.1_Fusarium_circinatum_mitovirus_2_2,0.30390231052908856
Cryppavirales,AHY03257.1_Buergenerula_spartinae_mitovirus_1,0.3209189433280651
Cryppavirales,YP_009126872.1_Fusarium_globosum_mitovirus_1,0.299520834901282
Cryppavirales,AHF48627.1_Sclerotinia_sclerotiorum_mitovirus_11,0.31750332405107756
Cryppavirales,ALD89125.1_Rhizoctonia_solani_mitovirus_6,0.31358721557412006
Cryppavirales,YP_009249807.1_Rhizoctonia_oryzae_sativae_mitovirus_1,0.32404480569980676
Cryppavirales,ALD89135.1_Sclerotinia_sclerotiorum_mitovirus_18,0.29762424424876444
Cryppavirales,AAR01970.1_Cryphonectria_cubensis_mitovirus_1a,0.3134994104513183
Cryppavirales,BAD72871.1_Helicobasidium_mompa_mitovirus_1_18,0.3188994255036251
Cryppavirales,NP_660179.1_Ophiostoma_mitovirus_4,0.30412182333609283
Cryppavirales,ALD89120.1_Rhizoctonia_solani_mitovirus_15,0.33323800205714865
Cryppavirales,ALM62241.1_Soybean_leaf_associated_mitovirus_1,0.329005795138105
Cryppavirales,ALM62240.1_Soybean_leaf_associated_mitovirus_5,0.3340984922606057
Cryppavirales,AHL25281.1_Rhizoctonia_mitovirus_1_RS002,0.32312285191038864
Cryppavirales,YP_009259482.1_Cronartium_ribicola_mitovirus_3,0.32141065201575486
Cryppavirales,ANJ77670.1_Sclerotinia_nivalis_mitovirus_2,0.3210418704999874
Cryppavirales,ALD89101.1_Macrophomina_phaseolina_mitovirus_2,0.3468214545545771
Cryppavirales,CAJ32466.1_Ophiostoma_mitovirus_1a,0.332237023657209
Cryppavirales,ANJ77669.1_Sclerotinia_nivalis_mitovirus_1,0.3044818243395802
Cryppavirales,AHF48622.1_Sclerotinia_sclerotiorum_mitovirus_6,0.32564285893479833
Cryppavirales,YP_009259483.1_Cronartium_ribicola_mitovirus_4,0.3255638343242768
Cryppavirales,AHE13866.1_Sclerotinia_sclerotiorum_mitovirus_7,0.303823285918567
Cryppavirales,AHX84135.1_Sclerotinia_sclerotiorum_mitovirus_7,0.3067384159955847
Cryppavirales,CAJ32467.1_Ophiostoma_mitovirus_1b,0.3347921527307392
Cryppavirales,AHF48628.1_Sclerotinia_sclerotiorum_mitovirus_12,0.33607410752364475
Cryppavirales,AIS39016.1_Leucostoma_persoonii_mitovirus_1,0.32308772986126794
